customer id,created_at,subscription_started
dtCGO10Tqe1h99+RSfuT2A==,19/10/13,
kX+sBtTarmgdq/6WTKjHTg==,19/10/13,
mDribzmjB8yy1eDLX3Uu5Q==,19/10/13,
P3PCZcP9qPFCVL0XZZFtBQ==,19/10/13,
V/Y9OP1UORFOrOtrj85NJw==,19/10/13,
p9wH7eykoWsrjg6q4UJBXQ==,19/10/13,
wz70RU2vcHgIIOcUo/zOjw==,19/10/13,
paCQLuMdYmWwJsU+pCjShA==,19/10/13,
OgYQXPh6Sg0rIsohispHgw==,19/10/13,
NoUifGT2bqiIjeykmE7UQg==,20/10/13,
YZQLe8Eq8c65s9N1RjSuPg==,20/10/13,
eZl0lR8ZoMcwrNojicyFKw==,21/10/13,
dXZKbFtfMAfV9q3fMi+n8Q==,21/10/13,
yH7kLQAwbctiZM7aNyuKRw==,21/10/13,
Kw9vhvbgKP2RZPDqEtF8pw==,21/10/13,
8qSiFFb+Wkv9MFn6NnakaQ==,22/10/13,
5mrtAjyzD9wpykiN5nwC2g==,22/10/13,
wozM1Ehu+2Nr19dTylLUhw==,22/10/13,
TSMLaDv5hAVTrlf0rMlugQ==,22/10/13,
NXhhVT0NtzBwUKJM4WqMZA==,23/10/13,
5Q+DXhl4m4mVubxvh3n04g==,23/10/13,
E9/hJ8bUBkHHrZ/WDvhwHQ==,23/10/13,
bKlz8Zil2baPts9gpTFW6A==,24/10/13,
8YN0v4kcmvZMhXBEiCQgLQ==,24/10/13,
bUzHf1f53d9oYstxaKCNLw==,24/10/13,
7X6/HQ6Hd08SshAuLLpEdg==,24/10/13,
r1Co35v2yH7yBIUaah0ZGA==,24/10/13,
KCstk8QtsysSoXdSw27hDQ==,24/10/13,24/11/2013
0Jmc68j07U61TVMXNn6bLw==,24/10/13,
PCUvoU8hvmJkqlWnQkb00Q==,25/10/13,
AXiL9seicaeCAuk6PZCqRg==,25/10/13,
rLeXtAqWMuagMbMRALN2MA==,25/10/13,
20oXZsOVSA/Zc6lsYQX4bg==,25/10/13,
v7et96mUOIB/aFrSTH3X/Q==,26/10/13,
KnVQ+hRwTpD4oSmSz3SZuw==,28/10/13,
CI1txt2zET6bkCcRzN+v7w==,28/10/13,02/12/2013
9Bn0TRm+J4fUgw47153UPw==,28/10/13,
SENESyzRwtSysmHjlsXaSg==,28/10/13,
8qWNUw+CeS4Iyf+w5/DuHw==,28/10/13,
Roy6wFYTOplig8yn4pdjNg==,29/10/13,
WKZIQdcQ+PVuvrtq66V6mA==,29/10/13,
lIRaPtmAbxzvFJc4MN2MOQ==,29/10/13,
rsPWq94W+arRlw+tD+0ssw==,29/10/13,
1TL46HD6+KDY9kM7eVLzjQ==,29/10/13,
G0IZcgzANGDi5lFA9brU2w==,29/10/13,
7GL5O14DZm/nQpiCqnwCBw==,30/10/13,
V7g48IS7d8csakk6X8SgzQ==,30/10/13,
6WVgtosNEegOSPswtfiwHQ==,30/10/13,
4YURHO1b6dI3RSKbX/8vFg==,30/10/13,
SMSbmT4ECVK9ZM+DYuUGiw==,31/10/13,
NBE/hLqVcD/va2GH3nDW4A==,31/10/13,
QgTcOhFnjGsdC+V8/gohsA==,31/10/13,
EG3PQtiEZkRKT1xkVcTS7g==,31/10/13,
o9KSQVDI/AxDeSXpvAgJQQ==,31/10/13,
7JuVSu/RW8T//pL1aD0d0g==,31/10/13,
2EuqpwolK8kbsjSc2eiyMQ==,01/11/13,
lXQ5BPDeWqYyfe4n79yBtA==,01/11/13,
QU99TPaPzpAVUy+FNy1Y2g==,01/11/13,
QqfoAXq5V4NY8RgwD0cg+w==,01/11/13,
8oxJ2L5ilzrHcW4Lh9ri+Q==,01/11/13,
LlKB7peLeNb1coqtjyj+2w==,03/11/13,
vtgntIV78FbQWYBmGZDM3A==,03/11/13,
uuAPuLQRV4a6Xbu2e5sXeg==,03/11/13,
BO8yYw0rZ79P4u95XsZ6+Q==,03/11/13,
Lt+0nq/Y2JRlQ9RQS/kMOA==,04/11/13,
9z+atqDzI1q3xFVOoZ4Jtw==,04/11/13,
DXj2Q55lL9v4AdEDQw0uEg==,04/11/13,
ElmBfP4iZLUuvaCuokXbYw==,05/11/13,
za1DFZE3PkfrpatsmEwrVQ==,05/11/13,
ewsZBgTLVW4qALQStxVjcA==,06/11/13,
Sp9XxdrfW8ZVWi51TKPPpw==,06/11/13,
WhQ03wPdapKt2kCjN5FCVg==,07/11/13,
iRD0HT8is0RQk06kwT6s9Q==,07/11/13,
tpXGgPku1+++ldBWeCgnrQ==,07/11/13,
bjEV+dasPGY+miZPzvts1w==,07/11/13,
ZPn0A8vhtvNBl1z6hUhDSQ==,07/11/13,
oQKDAbv/M6REMnPT2Go9mQ==,07/11/13,
p9/UjMg8sJekeBQmgYe2lw==,07/11/13,
5kgggcyf0nSPdFfWqyNQbQ==,07/11/13,
UnaBjt7SmmUu37akDJMIxA==,07/11/13,
1HPSUBk6zBywSfKEAxDCxA==,08/11/13,
cbELlQF+vaoZhLDe1MKhcw==,08/11/13,
S+qeB/RH/QiIEcyBaXpNTg==,08/11/13,
jJ/++s9f3riYRg81zpKK0A==,10/11/13,
BM1rOkoQAhmu8WuvkA2ATg==,10/11/13,
zc+xwHIF9wV7CjBesh5y1Q==,10/11/13,
KC7Xk0fPwj/EpwAVTWceBQ==,10/11/13,
NNI3kxf7NjVgKtGau6vzlw==,10/11/13,
P4WjPt1YE7X5FjHl0f+QmQ==,10/11/13,
I9wK9N0pnKY/sFcCv2huaw==,10/11/13,
lqg8lqu+bQtAxysnnr33bg==,11/11/13,
CopkFxqRRfakfls1RGMuOw==,11/11/13,
hCyleDQpFcy4rgaVlbpyMw==,11/11/13,
u4+7qD6U7RuBBGgxe/nShg==,11/11/13,
dwFIIBx5yE51LQsxrr2rxw==,11/11/13,
4T3QJ74PIVLOOHrA6oPYYw==,11/11/13,
EA+WLZkfaEb8mz5mme2bEw==,12/11/13,
EXzcF/qCKvx3AI3ZunS2rw==,12/11/13,
QIgr69MXQZz86jrcPc+ubA==,12/11/13,
rX/gLlmufTfDL43SOGYtDQ==,12/11/13,
McHT8OkTj/L1U/iicd2mYw==,12/11/13,
02AO5Bdhx9oBFqEuqLZYjg==,13/11/13,
5TumhretLseCXw9K//gKGw==,13/11/13,
78Uq2MiyXjn/h9aUB5cTeA==,14/11/13,
SdjgfZnqZZ97fEL66Yg2oQ==,14/11/13,
BfVtXwQqpNznDyEdKpgeFQ==,14/11/13,
HQdeL9vI4uZqR7OaBlLOMQ==,14/11/13,
Ntg4p/CLesgpVmK3sQRECw==,14/11/13,15/01/2014
jviZ/jP3jRhQbQN/1zT5AA==,14/11/13,
kIx2LtinYhGAJ7av9thmwg==,15/11/13,01/09/2015
hvAeXHE1tTz1i2jUTESRVg==,16/11/13,
4wxXAeE6Tm4TfXHrccQWtA==,16/11/13,
MasyjkfE6j/jAV636qWa+Q==,19/11/13,
474ciooEzed0qzDgakG1sg==,19/11/13,
LYp+V+Ypojj1CWGRDfYf4A==,19/11/13,
rtpOWjoi8eGwz+eoGR+yGg==,19/11/13,
6O0lKtQ5hhxVbRAxttjVHw==,19/11/13,
t+rR0Jq0NJrz1xWOPaKVZA==,19/11/13,
10Ga4E8kjlEFrD0HADiXdQ==,19/11/13,
nVHsw8F5bHF+FksBAv2KmA==,19/11/13,
p3BU6dbD+3WQeu0VFAyh5g==,19/11/13,
8mZEnNWvnwpAnQJwO0FPlA==,20/11/13,
Ssvtvpd0gNGbe2gtSHjK4g==,20/11/13,
1HkmOhQ4qPnoWTejotT0qA==,20/11/13,
SHZIsrZYZ3BqFq4vwyURLg==,20/11/13,
WtLrRsD5rDvd1g+OrKincg==,20/11/13,
WO+nCslQGZP2msaEidsJrQ==,21/11/13,
VWlQzSgQp5hjcADp5DiqxQ==,21/11/13,
n/C7x8Td53voWiehxbptbA==,22/11/13,
falZnOqg3SSY0CzHmF9b3g==,23/11/13,
ym1EEFyNWDaNERNKDiFG/w==,25/11/13,
8zTEdkj2yPnrC8jEFvIXog==,25/11/13,
6kFbX3BHdpqsd/cN9yJqhQ==,25/11/13,
iPzmP0K4t4dwquLnDMtnvA==,25/11/13,
NPgVAEWpdqlaahYkhiPyiw==,25/11/13,
us30H9JH0BsCA+WZiS+Zug==,25/11/13,
wMs3IKda5PBsqzzSYMe+FA==,25/11/13,
cqGO+1+cxE8RmurG/ku0Kg==,25/11/13,
F3/bDBj4Xx+l3Px22bLN2Q==,25/11/13,
aqP36R7wh7Xp9kfiUkF0Xw==,25/11/13,
6DLQFzFWdceXMTePrVwV5g==,25/11/13,
Q3WxiZ8qOLo9TH0IeTMl7A==,25/11/13,
kqeVtGhzBj5Bl3O08xD8KQ==,25/11/13,
WBwsyyMzy++1kJxbBpU/YA==,25/11/13,
2GjzmpEiYVi6fkldFFoK1Q==,26/11/13,
G7LN2acorxajKu4BmgEvsA==,26/11/13,06/05/2014
sLo+8Pu4RjTL2mQAbFmGGA==,26/11/13,04/02/2014
y040XkJGpiZKUFDTLiJ7eQ==,26/11/13,
t+XVnvsxiEE+YEnO8GsvWw==,26/11/13,
bn9sOMI4g08JTVBmHsRfzQ==,26/11/13,
3m5nAvjHmP9ZmAncNynloQ==,26/11/13,
